subscription_id,customer_id,start_date,end_date,status,mrr
sub_ba158fd3e8ae,cus_98c47ea20b60,2026-02-14,2026-03-04,canceled,15.0
sub_5ac99fa38050,cus_5e0ce0fdbda2,2026-01-27,,active,15.0
sub_a99a55645950,cus_e04bc126bb59,2025-11-11,,active,12.0
sub_4e76a5ce3eb8,cus_dab1c8f12a3c,2025-08-05,,active,12.0
sub_cbce405e4ca3,cus_de52afbaac42,2025-08-15,,active,45.0
sub_4fc932912fce,cus_0d71b7267e05,2025-08-28,,active,12.0
sub_5b3d995496e2,cus_099cd561e2d7,2026-02-12,,active,12.0
sub_d95b3c8ee7e1,cus_98593c264178,2026-01-11,,active,20.0
sub_7296e5141ce1,cus_5891344914b1,2026-02-12,,active,15.0
sub_345144a4ba1c,cus_986a39f48d90,2025-11-22,,active,15.0
sub_29ceb0036144,cus_574a3a43c7ae,2026-01-18,,active,12.0
sub_d62b8a4b6a02,cus_9935e9d0b175,2025-12-12,2026-03-21,canceled,15.0
sub_99294f91248d,cus_163c45e581ac,2026-02-01,,active,15.0
sub_2f5023df9b71,cus_0522494098c0,2025-06-29,2025-07-12,canceled,12.0
sub_1993d0f8140b,cus_3c06d24a0fff,2024-09-23,,active,15.0
sub_95adc3747d59,cus_139f9e16cf79,2025-10-27,2025-11-15,canceled,12.0
sub_a697fbb10b33,cus_606e632c2d8a,2025-09-22,,active,45.0
sub_ba81ddae0ab9,cus_3411863d4179,2026-02-03,,active,45.0
sub_ab5fbb10beaa,cus_eb0d6d47f8f5,2026-01-30,2026-04-09,canceled,15.0
sub_2e33083fdb25,cus_542e93309858,2025-08-10,,active,15.0
sub_66be55fe6bb8,cus_e90f3fd40fdb,2025-04-07,,active,45.0
sub_b942b1cb3dfb,cus_8e23c5ea0290,2025-09-15,,active,20.0
sub_65204c768e68,cus_57b6700f4d14,2025-10-18,2026-01-26,canceled,15.0
sub_fb8fa5de0c1e,cus_a6aad4593636,2026-01-21,2026-02-04,canceled,20.0
sub_a4c4eaf17305,cus_898a37a1b279,2025-12-25,2026-07-21,canceled,15.0
sub_7fc039faaaca,cus_343b88ab641e,2025-09-12,,active,12.0
sub_b10c69f0083d,cus_d72989092e33,2024-07-02,,active,12.0
sub_3f6f6cb66e39,cus_66c5957b1969,2025-12-08,,active,15.0
sub_85ac4b4ffab0,cus_d0e8c77bb51e,2025-06-15,,active,12.0
sub_5191b5c5c031,cus_223c5996dd57,2026-02-05,,active,12.0
sub_5d8ffc0bc9f8,cus_a587fdd57c5c,2025-12-28,,active,15.0
sub_06eda9604964,cus_0d729bfcf437,2026-01-12,2026-01-22,canceled,15.0
sub_5e7e5e0f889e,cus_4afc91bef289,2025-12-14,,active,60.0
sub_cd0bf549c66a,cus_ba8b7d27fbec,2025-10-27,,active,15.0
sub_b84cfa8ea0c5,cus_f2921ac98ddb,2025-12-07,,active,12.0
sub_b6daa12c4cae,cus_09a4694da05a,2026-01-08,,active,20.0
sub_89e063446d05,cus_5331f08b2155,2025-10-07,2026-01-22,canceled,12.0
sub_200b339e2ecf,cus_ec7d553103d2,2025-10-29,,active,45.0
sub_0e3c6736f184,cus_037852e44d06,2026-02-08,,active,12.0
sub_d45bdb24bd8c,cus_8f4894d5cd31,2026-01-17,,active,12.0
sub_f08509cc0e78,cus_4c4713c95d37,2025-02-16,,active,15.0
sub_f6d003f5ae39,cus_a8762f42dc04,2025-09-17,,active,12.0
sub_8270d653d9cd,cus_e0238eeafb77,2026-02-14,,active,12.0
sub_2861c3d2556b,cus_53813179a7d0,2026-01-03,,active,12.0
sub_49939d3cf2e9,cus_3e6da4a7a628,2025-08-08,,active,20.0
sub_e277f82e2f56,cus_3916e327b59b,2025-08-24,,active,12.0
sub_1c024efd5dce,cus_1c4315dfea8d,2025-07-05,,active,60.0
sub_5a0828cc4f37,cus_ea60723ae605,2025-11-23,,active,15.0
sub_f0f881b1e00c,cus_fbc421282519,2025-12-07,,active,20.0
sub_2cebf0748f52,cus_a06d29a65593,2025-11-11,2025-11-24,canceled,15.0
sub_9508d42e2ded,cus_a257c2cc739e,2026-01-30,2026-05-24,canceled,12.0
sub_95c06b01b62b,cus_8a539a3ae028,2025-12-31,2026-03-24,canceled,15.0
sub_d8ed00f57136,cus_af3352a6ce6f,2025-11-10,,active,12.0
sub_a08dfdca6946,cus_60e693b3699b,2025-10-06,,active,20.0
sub_7864981e49f4,cus_91626037bab0,2025-12-06,2026-02-16,canceled,45.0
sub_f5f4ef717233,cus_e3b26c5e8a8e,2025-08-17,,active,15.0
sub_ce7740efeb7e,cus_c627ec04d863,2025-12-15,,active,12.0
sub_b2825c48f13b,cus_be14a52a57b7,2026-01-16,,active,12.0
sub_24cf20773a30,cus_c8a919e43c65,2024-11-06,,active,20.0
sub_ca27d9e4de19,cus_0254322e404f,2026-01-29,,active,15.0
sub_d3944516815f,cus_3cd8fa5d3e79,2025-11-17,2026-03-25,canceled,15.0
sub_98639cc59716,cus_08daee6c324d,2026-02-05,2026-03-09,canceled,12.0
sub_325acec629fd,cus_0a6442a8efbd,2025-12-22,,active,15.0
sub_4f141edf42f3,cus_afd3ccf7c7ab,2025-08-22,2026-01-13,canceled,12.0
sub_17feb2e872ea,cus_7addbe829a9a,2025-11-27,2025-12-10,canceled,12.0
sub_4bf734ce8db0,cus_f9b08412c648,2026-01-16,2026-01-25,canceled,15.0
sub_e951c6c0cb80,cus_fdb24199331a,2026-01-31,,active,12.0
sub_f38cc33dc79e,cus_4f7491cf1968,2026-01-25,,active,45.0
sub_e2b2c6390df5,cus_8d013f87f484,2025-10-31,,active,15.0
sub_b23a9ce49bd5,cus_690f8aba340d,2025-10-06,,active,20.0
sub_e252985b9896,cus_08dc8028e904,2025-11-24,,active,12.0
sub_dfcd182e0bb7,cus_fc5e44098cb6,2024-11-17,2024-12-02,canceled,20.0
sub_2bc4586891e4,cus_66c60f382ebc,2025-06-14,,active,12.0
sub_2af49c84e380,cus_d1587ed28112,2026-01-20,,active,12.0
sub_2741d1b1eef4,cus_be45ff088a73,2025-06-28,,active,15.0
sub_f9b9042422e0,cus_e435bae769e8,2025-05-14,,active,12.0
sub_22e73408a212,cus_2522c5e10e35,2025-05-13,2025-06-20,canceled,12.0
sub_752c89ff9c6d,cus_dccd88280cb2,2025-06-25,,active,12.0
sub_0ae9a245e7d6,cus_6e9ee4663c41,2025-08-13,,active,20.0
sub_ff5ce0bf6be1,cus_9ff3c29e42bf,2025-06-24,,active,45.0
sub_7070fb221150,cus_f44e24b59b35,2024-12-25,,active,45.0
sub_8778ec6b3dc2,cus_e9a766560bad,2026-02-03,2026-04-18,canceled,15.0
sub_8cf838ababaa,cus_ab76d3970841,2026-02-05,2026-04-26,canceled,15.0
sub_30b3f54dbc5e,cus_3237788ea048,2025-09-29,,active,20.0
sub_57c9e47b7b12,cus_80a5a1ad319f,2025-12-28,,active,12.0
sub_8199e52ff4d3,cus_1dbf437918d8,2025-12-23,,active,12.0
sub_900f78ad6864,cus_4a88f5a8e7b7,2025-06-15,2025-07-13,canceled,60.0
sub_95b36911f9a0,cus_43adf669f4bd,2025-10-31,2026-07-06,canceled,12.0
sub_e527d5af74e8,cus_81c7aa55d997,2025-10-24,,active,20.0
sub_46c41d72b710,cus_e461a60998fc,2025-12-12,,active,12.0
sub_6807d4a46da9,cus_056debc1aa8c,2025-12-11,,active,15.0
sub_55c7290b7426,cus_3189408626b0,2025-12-27,,active,15.0
sub_49192249114b,cus_9285d1a5c0eb,2025-02-14,2025-09-11,canceled,15.0
sub_b11f6dcc0289,cus_733fe55ee58a,2025-03-22,,active,12.0
sub_407118a7e1ac,cus_8c1f474e97eb,2025-11-13,2026-01-25,canceled,12.0
sub_5be9c9b3f527,cus_0d20bb811dc6,2026-01-30,,active,45.0
sub_28ef0cb67d3b,cus_f7fbed543a9e,2025-03-08,,active,15.0
sub_af45d7a4bc2f,cus_07eaa4756a00,2025-04-28,,active,12.0
sub_ea4a093e330d,cus_4509cec2d704,2025-02-04,,active,12.0
sub_8aa72d4ec6c6,cus_f23105b0ffd9,2025-07-31,,active,20.0
sub_fcd3a334f228,cus_89889f4202dc,2026-02-13,,active,45.0
sub_755705e58d29,cus_a9169b820319,2025-12-05,2025-12-31,canceled,15.0
sub_687d99823990,cus_6d00c291d02e,2026-02-07,,active,12.0
sub_d777f1a739e8,cus_3a0d7224d198,2025-07-19,,active,60.0
sub_4c62d39b17b8,cus_6d1293409a75,2026-01-15,,active,90.0
sub_cf1f6b637be6,cus_9aa0409fc469,2025-10-15,,active,12.0
sub_3bb7c2334824,cus_bd7fc0ffcb15,2025-11-16,2026-07-12,canceled,12.0
sub_246ded5fd2bf,cus_a018fee06cb9,2026-01-13,,active,15.0
sub_cdded789f321,cus_d24d69394507,2025-09-30,2026-05-15,canceled,12.0
sub_948d1d6cf0b9,cus_5542c2637d1c,2026-01-18,,active,45.0
sub_c9c8ceec4b91,cus_90f04832bfd4,2025-12-14,,active,12.0
sub_8c45c69aa909,cus_401058da57d0,2025-08-27,,active,15.0
sub_705d642e7ee4,cus_ec6cce261306,2025-10-11,,active,12.0
sub_f432592b11ea,cus_c90ad3a95da5,2025-03-21,2025-04-10,canceled,12.0
sub_ea197c34e279,cus_ad071512daf1,2025-08-29,,active,12.0
sub_abd64edac94b,cus_d34c57e3e722,2026-01-07,,active,15.0
sub_5c1c65b2cd22,cus_edc406a33d34,2025-06-01,,active,12.0
sub_c69fd53cb511,cus_c7b68ef7f2fd,2025-11-09,,active,15.0
sub_2b14aa5aa9ff,cus_5a4c5c6b6370,2025-11-22,,active,12.0
sub_55dbfa4af01d,cus_4b1bf9c17701,2025-09-29,2026-01-13,canceled,45.0
sub_6e13c7df28cf,cus_9be769665f01,2026-01-19,,active,60.0
sub_b754f9cdfa08,cus_c0bc6ff4cb02,2025-09-13,,active,12.0
sub_1e17a29eaa8d,cus_e258ddde076c,2025-11-11,,active,12.0
sub_e4f6901fbd4f,cus_f500a4167b0d,2026-02-01,,active,20.0
sub_756db77017b6,cus_bc203ea259f2,2026-02-11,,active,45.0
sub_3044f832e0f3,cus_4f5b40fc9454,2025-11-28,,active,90.0
sub_dd5875a8bd98,cus_0011b13348a9,2025-12-08,,active,15.0
sub_0b7edbddb2a6,cus_30c252e2c3f1,2024-11-21,,active,45.0
sub_162672ac51f1,cus_8e2e801607d0,2025-12-03,,active,15.0
sub_833c63778c69,cus_df1632f4f69a,2025-03-21,,active,20.0
sub_2ee92e93f35f,cus_d515bb3126ca,2025-09-29,,active,45.0
sub_1cd509cad088,cus_fb3d7dc6fad0,2025-10-08,,active,60.0
sub_73920910130b,cus_0c602a30cb83,2025-08-25,,active,45.0
sub_70851a682d68,cus_40c5b88e6e77,2025-12-05,,active,15.0
sub_9f284576c5f2,cus_9c1709c10384,2025-12-31,,active,15.0
sub_2b2c24396d40,cus_5ba5fbb8d8fb,2025-05-16,2025-08-22,canceled,15.0
sub_2f8a20dc6023,cus_9bc5190b7705,2025-02-23,,active,15.0
sub_92dbfda01f21,cus_a5d24308c486,2025-11-04,,active,12.0
sub_f0302bf11b74,cus_f7814e36d05f,2025-12-23,,active,12.0
sub_e99faf39ea37,cus_9bf43706ca84,2025-09-16,,active,45.0
sub_da2f2c0e2d44,cus_cf30f13285d0,2025-07-20,,active,12.0
sub_022563bba047,cus_10b7a625124c,2025-12-01,,active,15.0
sub_aafe24fe5b82,cus_ebc91f05ca87,2025-10-06,2025-11-16,canceled,12.0
sub_6cbee44f8ae9,cus_d66d096a989b,2025-12-28,2026-01-26,canceled,15.0
sub_b53493f362d0,cus_b0668f365e9e,2025-12-09,2026-08-26,canceled,15.0
sub_a42c1d4c4f78,cus_206ca327b4a1,2025-12-09,,active,12.0
sub_aa0f22ca3826,cus_fbaf861d65ea,2025-07-19,2025-08-26,canceled,12.0
sub_cc97a6670a89,cus_14f97122a9fd,2025-12-12,,active,15.0
sub_b2b774db3c7c,cus_bacbe1412c70,2026-02-11,,active,60.0
sub_8187cb7137f6,cus_9698e9f49b78,2025-09-29,,active,15.0
sub_eb2ea2e03dbf,cus_06bb65b0a31f,2026-01-19,,active,12.0
sub_6390ac90e9db,cus_b5752e245752,2026-02-02,2026-03-18,canceled,20.0
sub_a2c165855ae2,cus_2e9bd4433160,2026-02-15,,active,90.0
sub_5a0c7f76cae0,cus_fe34fb62a67f,2025-10-16,,active,12.0
sub_bb3820bb23fd,cus_131c2da653d8,2025-10-13,2025-10-22,canceled,15.0
sub_aa528bbcc313,cus_870fe8429c6f,2026-01-06,2026-11-11,canceled,15.0
sub_1b5fe2d14347,cus_4c423982089d,2025-10-14,2025-12-02,canceled,20.0
sub_9e305f9a7bf1,cus_67ac3347980d,2025-11-08,2026-07-17,canceled,12.0
sub_2de9935c07b1,cus_364efbe689d3,2026-02-10,,active,20.0
sub_cf910ab9a013,cus_2a207b169c34,2026-02-05,,active,12.0
sub_f2a0c25d8405,cus_822886ac2abb,2025-10-31,,active,12.0
sub_666728ca11b8,cus_8d40a03f5046,2025-09-30,,active,60.0
sub_34a4de999a15,cus_47edbee63020,2025-12-06,,active,12.0
sub_a930c409f593,cus_0a865c8b88cb,2025-05-19,,active,15.0
sub_9b7fa96a3025,cus_d71fb8195f96,2025-10-02,,active,45.0
sub_0a891ffc4203,cus_49fa7c953589,2025-10-25,2026-02-21,canceled,15.0
sub_11f7ffe5ea37,cus_bb8fe6a4302a,2026-02-15,,active,15.0
sub_be4a64cd8824,cus_3094027827b8,2024-10-01,,active,20.0
sub_1bf155095439,cus_a10ef3092d6b,2025-12-25,,active,90.0
sub_104d86d4fa94,cus_78f08b041fd7,2025-09-26,2025-10-12,canceled,20.0
sub_45573e863d82,cus_6c6657a3b5f0,2026-01-13,,active,12.0
sub_fcc8dbcfa40d,cus_a198a0949e84,2026-01-02,,active,45.0
sub_eb369f5af95c,cus_6395a3ece156,2025-12-12,,active,45.0
sub_f48ee5e2a9c0,cus_20c9e36ea7c7,2026-02-05,,active,15.0
sub_b02528486aea,cus_5a4d9d51eb35,2025-10-13,,active,12.0
sub_49f4d776b807,cus_5a5ae8c384de,2026-02-14,,active,12.0
sub_45585d2b0743,cus_6a51eb69a1e8,2025-08-23,,active,20.0
sub_ee5d36db4d6c,cus_5fc7df02af3f,2025-11-08,,active,15.0
sub_3819167897ee,cus_cb9cf128067e,2025-12-16,2026-02-28,canceled,15.0
sub_7e1c77d8c9b7,cus_de45692b355f,2025-07-24,,active,20.0
sub_e4711e8511f8,cus_3db41f08ba04,2025-06-28,2025-09-08,canceled,20.0
sub_f584afb5c929,cus_1919e068e063,2026-02-02,2026-06-09,canceled,12.0
sub_5d218b85018b,cus_dc7c0684522f,2026-01-03,,active,45.0
sub_ae1ad817462a,cus_294f53970560,2025-12-14,,active,12.0
sub_bab17cad62b3,cus_c3c06b701e31,2025-11-22,,active,20.0
sub_5536fba13c8b,cus_3c73e901d8dc,2025-09-07,,active,20.0
sub_925099a2315d,cus_0f3b751d9a68,2025-11-18,,active,15.0
sub_73ec07e425b7,cus_5b30514846bb,2025-12-10,,active,60.0
sub_32d059b82cc8,cus_7ffca242faf9,2026-02-05,,active,20.0
sub_26b9c9614bf8,cus_01e3bf8ffbb4,2025-12-02,,active,15.0
sub_629190eae5c8,cus_59e826e4aaef,2025-12-12,,active,12.0
sub_88c49b1c2a12,cus_9b55b50faaf8,2026-01-25,2026-05-15,canceled,12.0
